INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50812013	5	8	12	13	LiJinGem6_2_10	1	Thu¥n T¸nh Hoàng Ng÷c-Thông Bäo (c¤p 8)	"Thu¥n T¸nh Hoàng Ng÷c, có th¬ khäm nÕm vào trang b¸ có tính phòng thü (Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GMê Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c không th¬ ðiêu kh¡c næa. #r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch M¸ Lñc	16	2004	1
50812014	5	8	12	14	LiJinGem6_2_14	1	Thu¥n T¸nh Hao ThÕch-Thông Bäo (c¤p 8)	"Thu¥n T¸nh Hao ThÕch, có th¬ khäm nÕm vào trang b¸ có tính phòng thü (Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GMê Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c không th¬ ðiêu kh¡c næa. #r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch M¸ Lñc	17	2004	1
50812015	5	8	12	15	LiJinGem6_2_11	1	Thu¥n T¸nh Nguy®t Quang ThÕch-Thông Bäo (c¤p 8)	"Thu¥n T¸nh Nguy®t Quang ThÕch, có th¬ khäm nÕm vào trang b¸ có tính phòng thü (Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GMê Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c không th¬ ðiêu kh¡c næa. #r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch M¸ Lñc	15	2004	1
50812016	5	8	12	16	LiJinGem6_2_15	1	Thu¥n T¸nh Bích TÖ-Thông Bäo (c¤p 8)	"Thu¥n T¸nh Bích TÖ, có th¬ khäm nÕm vào trang b¸ có tính phòng thü (Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GMê Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c không th¬ ðiêu kh¡c næa. #r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch M¸ Lñc	14	2004	1
50813001	5	8	13	1	Gem6_1_15	1	Hoàng Bäo ThÕch (c¤p 8)	"Hoàng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GV§n M®nh Bäo ThÕch"	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	5	2004	1
50813002	5	8	13	2	Gem6_1_16	1	Lam Bäo ThÕch (c¤p 8)	"Bäo ThÕch xanh lam, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GV§n M®nh Bäo ThÕch"	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	6	2004	1
50813003	5	8	13	3	Gem6_1_7	1	Løc Bäo ThÕch (c¤p 8)	"Bäo ThÕch xanh lá, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GV§n M®nh Bäo ThÕch"	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	9	2004	1
50813004	5	8	13	4	Gem6_2_2	1	H°ng Bäo ThÕch (c¤p 8)	"Bäo ThÕch màu ðö, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GV§n M®nh Bäo ThÕch"	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	329	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	10	2004	1
50813005	5	8	13	5	Gem6_2_3	1	H¡c Bäo ThÕch (c¤p 8)	"Bäo ThÕch màu ðen, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GV§n M®nh Bäo ThÕch"	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	329	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	1	2004	1
50813006	5	8	13	6	Gem6_2_7	1	Huyªt tinh thÕch (c¤p 8)	"Bäo thÕch màu ðö, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GV§n M®nh Bäo ThÕch"	75000	1000	18113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	13	2004	1
50813007	5	8	13	7	LiJinGem6_1_15	1	Hoàng Bäo ThÕch-Thông Bäo (c¤p 8)	"Bäo thÕch màu vàng, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch May M¡n#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	75000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	5	2004	1
50813008	5	8	13	8	LiJinGem6_1_16	1	Lam Bäo ThÕch-Thông Bäo (c¤p 8)	"Bäo thÕch màu lam, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch May M¡n#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	75000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	6	2004	1
50813009	5	8	13	9	LiJinGem6_1_7	1	Løc Bäo ThÕch-Thông Bäo (c¤p 8)	"Bäo thÕch màu xanh løc, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch May M¡n#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	75000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	9	2004	1
50813010	5	8	13	10	LiJinGem6_2_2	1	H°ng Bäo ThÕch-Thông Bäo (c¤p 8)	"Bäo thÕch màu ðö, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch May M¡n#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	75000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	329	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	10	2004	1
50813011	5	8	13	11	LiJinGem6_2_3	1	H¡c Bäo ThÕch-Thông Bäo (c¤p 8)	"Bäo thÕch màu ðen, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch May M¡n#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	75000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	329	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	1	2004	1
50813012	5	8	13	12	LiJinGem6_2_7	1	Huyªt Tinh ThÕch-Thông Bäo (c¤p 8)	"Bäo thÕch ð¥y ¡p huyªt t½ h°ng tinh, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch May M¡n#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	75000	1	18113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	13	2004	1
50814001	5	8	14	1	Gem6_1_14	1	T± Mçu Løc (c¤p 8)	"Phï thúy cao c¤p, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GBäo thÕch thiên c½"	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Thiên C½	8	2004	1
50814002	5	8	14	2	LiJinGem6_1_14	1	T± Mçu Løc-Thông Bäo (c¤p 8)	"Phï thúy sang tr÷ng, trong sáng xanh biªc, có th¬ khäm nÕm vào trang b¸ có tính phòng thü(Y Phøc, Gång Tay, Mû, Hµ Khiên, Giày, Yêu Ð¾i, HÕng Liên, Ám Khí, Võ H°n, Long Vån, sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Thiên C½#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	100000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Thiên C½	8	2004	1
50821001	5	8	21	1	Gemjiankang_3	1	Hoàng Minh ThÕch (c¤p 8)	"Minh thÕch màu vàng, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	31	2004	1
50821002	5	8	21	2	Gemjiankang_15	1	Lam Minh ThÕch (c¤p 8)	"Minh thÕch xanh lam, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	32	2004	1
50821003	5	8	21	3	Gemjiankang_11	1	H°ng Minh ThÕch (c¤p 8)	"Minh thÕch màu ðö, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	33	2004	1
50821004	5	8	21	4	Gemjiankang_7	1	Løc Minh ThÕch (c¤p 8)	"Minh thÕch xanh lá, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	34	2004	1
50821005	5	8	21	5	LiJinGemjiankang_3	1	Hoàng Minh ThÕch-Thông Bäo (c¤p 8)	"Minh ThÕch màu vàng, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#Gkhông th¬ giäm kháng tính cüa møc tiêu xu¯ng ði¬m âm#r#GBäo ThÕch Th¡ng Lþi#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	31	2004	1
50821006	5	8	21	6	LiJinGemjiankang_15	1	Lam Minh ThÕch-Thông Bäo (c¤p 8)	"Minh ThÕch màu xanh lam, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#Gkhông th¬ giäm kháng tính cüa møc tiêu xu¯ng ði¬m âm#r#GBäo ThÕch Th¡ng Lþi#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	32	2004	1
50821007	5	8	21	7	LiJinGemjiankang_11	1	H°ng Minh ThÕch-Thông Bäo (c¤p 8)	"Minh ThÕch màu ðö, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#Gkhông th¬ giäm kháng tính cüa møc tiêu xu¯ng ði¬m âm#r#GBäo ThÕch Th¡ng Lþi#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	33	2004	1
50821008	5	8	21	8	LiJinGemjiankang_7	1	Løc Minh ThÕch-Thông Bäo (c¤p 8)	"Minh ThÕch màu xanh lá, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#Gkhông th¬ giäm kháng tính cüa møc tiêu xu¯ng ði¬m âm#r#GBäo ThÕch Th¡ng Lþi#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	300000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	34	2004	1
50821101	5	8	21	101	Gemzhuoke_5	1	Hoàng Minh Tinh ThÕch (C¤p 8-C¤p 1)	Hoàng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Th¡ng Lþi	31	2004	1
